CONSINEE,CONSINEE_ADDRESS,PORT_CODE,FOREIGN_PORT,FOREIGN_COUNTRY
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
MAF HYPERMARKETS QATAR W.L.L,N?A,DOH,Doha - Doha International Airport,Qatar
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SHAS CO FOR TRADING AND MAINTENANCE,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
MAF HYPERMARKETS QATAR W.L.L,N?A,DOH,Doha - Doha International Airport,Qatar
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SHAS CO FOR TRADING AND MAINTENANCE,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SHAS CO FOR TRADING AND MAINTENANCE,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SHAS CO FOR TRADING AND MAINTENANCE,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SHAS CO FOR TRADING AND MAINTENANCE,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
MAF HYPERMARKETS QATAR W.L.L,N?A,DOH,Doha - Doha International Airport,Qatar
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
RADWAN ABD ELRAHEM AQEEL,N?A,RUH,Riyadh - King Khaled International,Saudi Arabia
DALLA AL BARAKAH MUBARAKIYA FISH CO,N?A,KWI,Kuwait - Kuwait International,Kuwait
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SILVER HILLS FISH FOUNDATION,N?A,JED,Jeddah - King Abdulaziz International,Saudi Arabia
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
SEA FREEZE GENERAL TRADING LLC,N?A,DXB,Dubai - Dubai International Airport,United Arab Emirates
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. CAROLE HOCHMAN DESIGN GROUP..,N?A,LAX,Los Angeles (CA) - International,United States
M/S. MICHEL GERMAIN PARFUMS LTD.   ,115 INDUSTRIAL AVENUECARLETON PLACEON K7C 3V7                                                            ,CAMTR,Montreal,Canada
M/S. MICHEL GERMAIN PARFUMS LTD.   ,115 INDUSTRIAL AVENUECARLETON PLACEON K7C 3V7                                                            ,CAMTR,Montreal,Canada
M/S. MICHEL GERMAIN PARFUMS LTD.   ,115 INDUSTRIAL AVENUECARLETON PLACEON K7C 3V7                                                            ,CAMTR,Montreal,Canada
"PUNTO FA S.L,                      ","MERCADERS 9-11 POLIGANO INDUSTRIALRIERA DE CALDES, APARTADO DECORREOS 280, 08184 PALAU- SOLITA I         ",ESBCN,Barcelona,Spain
"PUNTO FA S.L,                      ","MERCADERS 9-11 POLIGANO INDUSTRIALRIERA DE CALDES, APARTADO DECORREOS 280, 08184 PALAU- SOLITA I         ",ESBCN,Barcelona,Spain
"PUNTO FA S.L,                      ","MERCADERS 9-11 POLIGANO INDUSTRIALRIERA DE CALDES, APARTADO DECORREOS 280, 08184 PALAU- SOLITA I         ",ESBCN,Barcelona,Spain
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USLAX,Los Angeles,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
Pink Chicken                       ,"307 7th Avenue  New York, NY-10001,United States                                                         ",USNYC,New York,United States
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PUNTO FA S.L.,N?A,N?A,BARCELONA,SPAIN
PEEK ARENT U CURIOUS,N?A,N?A,LOS ANGELES,UNITED STATES
PEEK ARENT U CURIOUS,N?A,N?A,LOS ANGELES,UNITED STATES
PEEK ARENT U CURIOUS,N?A,N?A,LOS ANGELES,UNITED STATES
CAROLE HOCHMAN DESIGN GROUP,N?A,N?A,LOS ANGELES,UNITED STATES
CAROLE HOCHMAN DESIGN GROUP,N?A,N?A,LOS ANGELES,UNITED STATES
CAROLE HOCHMAN DESIGN GROUP,N?A,N?A,LOS ANGELES,UNITED STATES
CAROLE HOCHMAN DESIGN GROUP,N?A,N?A,LOS ANGELES,UNITED STATES
ATLAS MISR FOR MARBLE AND GRANITE  ,N?A,EGPSD,Port Said,Egypt
MILESTONE SPORTSWEAR HANDELS       ,N?A,DEHAM,Hamburg,Germany
MILESTONE SPORTSWEAR HANDELS       ,N?A,DEHAM,Hamburg,Germany
MILESTONE SPORTSWEAR HANDELS       ,N?A,DEHAM,Hamburg,Germany
MILESTONE SPORTSWEAR               ,N?A,DEHAM,Hamburg,Germany
MILESTONE SPORTSWEAR               ,N?A,DEHAM,Hamburg,Germany
MILESTONE SPORTSWEAR               ,N?A,DEHAM,Hamburg,Germany
THANH NGA COMMERCE AND CONSTRUCTION,N?A,VNHPH,Haiphong,Vietnam
"NETWORK COMMODITIES LLC,           ",N?A,USNYC,New York,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"SEALAND  FOODS INC,                ",N?A,USOFK,Norfolk,United States
"BLUE SEA PRODUCTS, LLC.,           ",N?A,USFLN,Franklin,United States
"OCEAN WORLD VENTURES LLC.,         ",N?A,USCHI,Chicago,United States
"OCEAN WORLD VENTURES LLC.,         ",N?A,USCHI,Chicago,United States
"OCEAN WORLD VENTURES LLC.,         ",N?A,USCHI,Chicago,United States
"M/s CENSEA INC.,                   ",N?A,USNYC,New York,United States
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
"BML FOOD GROUP HOLLAND BV.,        ",N?A,NLRTM,Rotterdam,Netherlands
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
VILCOM GENERAL IMPORT AND EXPORT   ,N?A,VNHPH,Haiphong,Vietnam
"M/S. IMAEX TRADING CO INC.,        ",N?A,USNYC,New York,United States
"M/S. IMAEX TRADING CO INC.,        ",N?A,USNYC,New York,United States
"M/s CENSEA INC.,                   ",N?A,USNYC,New York,United States
